Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
Person_535,6.28971E+11,ABCDE5407F,0,73867,No,1,257768,Employed,61,,229521,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_606,4.77331E+11,ABCDE8812F,4,71728,No,1,185987,Unemployed,37,,381667,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_871,6.34113E+11,ABCDE9961F,4,43121,Yes,0,259369,Employed,42,Rent,107303,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_331,2.26192E+11,ABCDE2705F,3,94663,Yes,1,55393,Unemployed,28,Own,34650,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_400,5.30621E+11,ABCDE9582F,4,31519,No,0,123562,Self-Employed,20,Own,130480,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_867,4.26828E+11,ABCDE7473F,5,73256,Yes,1,79505,Self-Employed,30,,138802,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_924,7.5688E+11,ABCDE3926F,1,22021,Yes,2,244854,Unemployed,57,Own,221540,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_348,6.57458E+11,ABCDE4791F,5,89641,No,0,174054,Self-Employed,29,Rent,356348,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_381,1.18461E+11,ABCDE1442F,4,48533,Yes,0,218134,Unemployed,53,,379131,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_466,9.22717E+11,ABCDE8945F,3,31651,Yes,2,223713,Unemployed,26,Rent,314182,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_972,9.7272E+11,ABCDE1035F,3,18578,No,1,59196,Employed,33,,79372,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_315,9.32399E+11,ABCDE2939F,5,85341,Yes,2,165346,Employed,33,,302935,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_327,6.59143E+11,ABCDE7529F,1,92417,Yes,2,288221,Employed,65,Own,357956,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_423,6.81759E+11,ABCDE7439F,3,8690,Yes,0,117343,Self-Employed,21,Rent,42071,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_761,2.51061E+11,ABCDE4899F,0,20069,Yes,1,280683,Self-Employed,64,,178490,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_570,3.2515E+11,ABCDE2923F,4,5206,Yes,1,162006,Unemployed,74,,320179,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_103,7.47593E+11,ABCDE2217F,0,21475,Yes,1,79072,Unemployed,30,,34639,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_982,1.18567E+11,ABCDE3633F,4,44973,Yes,0,159464,Unemployed,41,Own,210785,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_491,3.77245E+11,ABCDE1448F,3,45893,No,2,33823,Self-Employed,27,,106504,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_621,3.94836E+11,ABCDE9922F,4,87532,Yes,0,85419,Employed,68,Rent,32634,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_302,4.97317E+11,ABCDE6959F,4,41480,Yes,0,292517,Unemployed,59,,300927,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_780,5.75952E+11,ABCDE1035F,4,33652,Yes,1,187643,Employed,26,Rent,316562,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_915,3.74518E+11,ABCDE8020F,3,87069,Yes,1,146483,Unemployed,44,Rent,133471,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_308,3.0565E+11,ABCDE9703F,2,18180,Yes,1,62128,Unemployed,70,Rent,34231,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_675,9.8461E+11,ABCDE9735F,2,36165,Yes,2,115924,Self-Employed,46,Rent,23719,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_239,4.13915E+11,ABCDE7015F,0,66281,No,1,237873,Employed,68,Own,237328,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_82,1.92928E+11,ABCDE9631F,3,66464,No,0,41478,Employed,39,Rent,26412,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_138,2.8624E+11,ABCDE5454F,4,24761,Yes,0,259263,Employed,42,,105988,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_825,8.94878E+11,ABCDE3952F,2,90564,No,1,34092,Unemployed,56,Rent,64281,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_143,1.08353E+11,ABCDE2568F,4,40468,No,1,27790,Unemployed,67,Own,93448,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_430,3.00684E+11,ABCDE2503F,4,95188,Yes,2,131511,Employed,59,,89258,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_797,5.43987E+11,ABCDE1658F,3,40226,Yes,0,191749,Self-Employed,40,Rent,168563,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_716,6.09185E+11,ABCDE9583F,4,89801,Yes,2,231847,Self-Employed,75,Rent,208985,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_263,4.10948E+11,ABCDE4518F,3,66798,No,2,67562,Self-Employed,43,,134299,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_845,2.78716E+11,ABCDE8453F,1,80655,No,1,296207,Unemployed,51,,299743,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_272,3.98798E+11,ABCDE6930F,0,39295,No,2,34181,Self-Employed,65,Own,114367,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_851,1.9538E+11,ABCDE4388F,3,45455,No,1,202638,Self-Employed,37,,399500,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_211,2.21903E+11,ABCDE5837F,0,39700,Yes,0,264231,Unemployed,63,,145218,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_615,2.52282E+11,ABCDE1053F,0,95427,No,2,183596,Unemployed,47,Own,384705,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_722,3.92462E+11,ABCDE2489F,1,31247,No,2,101581,Self-Employed,26,,100646,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_729,4.7708E+11,ABCDE8350F,0,18635,No,1,214986,Self-Employed,23,Rent,356540,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_699,9.41668E+11,ABCDE6308F,5,48827,No,0,284170,Unemployed,54,,170219,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_759,5.48276E+11,ABCDE4170F,2,87078,Yes,2,215363,Employed,74,Own,254980,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_83,4.35695E+11,ABCDE3196F,1,85115,No,2,56740,Unemployed,75,,105620,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_127,3.5518E+11,ABCDE1179F,5,83435,Yes,1,219394,Unemployed,33,Own,196969,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_849,8.33519E+11,ABCDE9124F,5,71545,No,2,295094,Unemployed,69,,117822,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_318,2.33379E+11,ABCDE4681F,1,67204,Yes,2,115151,Unemployed,64,,59995,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_998,5.96619E+11,ABCDE6523F,3,11806,No,2,184042,Self-Employed,60,Own,169455,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_697,4.91317E+11,ABCDE1114F,5,90618,No,2,180529,Unemployed,54,Rent,342063,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
Person_794,4.5964E+11,ABCDE3487F,1,75763,Yes,2,247464,Self-Employed,54,,135106,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_305,5.16099E+11,ABCDE2835F,0,69834,No,2,276500,Unemployed,52,Own,185596,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_15,9.02553E+11,ABCDE6901F,5,23482,Yes,2,69883,Employed,65,Own,22478,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_862,5.85251E+11,ABCDE9146F,4,81470,Yes,1,156033,Employed,62,,338547,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_107,3.56373E+11,ABCDE2643F,5,42355,Yes,0,26548,Unemployed,37,,59951,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_896,5.08292E+11,ABCDE5357F,4,77267,Yes,2,254702,Self-Employed,75,,298722,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
Person_28,2.82083E+11,ABCDE9356F,4,11007,Yes,2,193363,Unemployed,28,,243806,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_180,1.0027E+11,ABCDE1068F,1,50632,Yes,2,139351,Self-Employed,40,Rent,95788,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_428,7.03825E+11,ABCDE5446F,4,84261,Yes,0,88009,Self-Employed,58,Rent,94108,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_433,7.15359E+11,ABCDE2634F,2,22896,No,2,51341,Self-Employed,21,Rent,86495,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_397,6.92888E+11,ABCDE3642F,5,49368,Yes,2,63823,Employed,69,Own,64197,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_879,7.74763E+11,ABCDE8780F,1,93982,No,1,129716,Self-Employed,50,Rent,128984,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_653,5.89256E+11,ABCDE6790F,1,68326,No,2,260995,Unemployed,62,,222319,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_304,5.07208E+11,ABCDE8477F,2,31859,Yes,0,46684,Self-Employed,43,Own,45546,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_280,1.57076E+11,ABCDE8058F,2,76793,Yes,2,171808,Employed,45,Rent,383367,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_299,9.56703E+11,ABCDE9572F,1,23067,Yes,1,120061,Self-Employed,41,Own,121218,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_601,7.92719E+11,ABCDE9054F,2,27477,No,1,133267,Unemployed,55,Rent,103772,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_696,6.01457E+11,ABCDE1100F,0,52470,No,1,124748,Employed,48,Rent,141121,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_643,8.21812E+11,ABCDE3987F,0,64728,No,0,25920,Self-Employed,39,,72118,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_926,4.17496E+11,ABCDE9575F,3,62690,Yes,1,169388,Employed,66,Own,319484,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_403,9.49215E+11,ABCDE2899F,0,70683,No,0,256525,Self-Employed,71,Own,262653,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_990,2.22754E+11,ABCDE2428F,2,60626,Yes,1,254946,Employed,36,Own,276561,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_318,9.73868E+11,ABCDE3344F,4,59314,Yes,0,274830,Employed,67,Own,114325,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_64,1.1403E+11,ABCDE3432F,2,85225,No,2,127194,Employed,40,,141069,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
Person_551,5.47906E+11,ABCDE2343F,2,21401,Yes,1,73825,Unemployed,75,Rent,109769,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_807,5.16912E+11,ABCDE8565F,0,31672,No,1,102467,Unemployed,38,Own,99271,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_904,4.00979E+11,ABCDE7206F,3,56220,Yes,1,116460,Employed,54,Rent,101628,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_211,8.6136E+11,ABCDE2128F,1,56931,Yes,0,72708,Unemployed,48,Own,63478,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_437,1.65707E+11,ABCDE4941F,3,59711,Yes,1,155009,Employed,62,Own,251076,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_482,5.34249E+11,ABCDE7444F,2,82978,No,2,241610,Unemployed,36,,399984,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_329,8.71384E+11,ABCDE6665F,0,87293,No,2,89332,Employed,32,Rent,34406,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_580,4.16547E+11,ABCDE1009F,3,73892,Yes,1,147907,Self-Employed,30,Rent,146119,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_583,8.36997E+11,ABCDE3504F,2,73200,Yes,0,266035,Unemployed,19,,237215,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_807,5.93444E+11,ABCDE5522F,3,89059,Yes,1,204356,Employed,71,Rent,218647,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_970,1.92632E+11,ABCDE2582F,2,45115,No,0,223411,Self-Employed,42,Own,303091,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_759,1.43246E+11,ABCDE3770F,0,67109,No,2,93950,Self-Employed,54,Own,144563,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_899,2.95088E+11,ABCDE9423F,2,36128,No,2,237630,Self-Employed,55,Own,274363,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_250,9.00328E+11,ABCDE2841F,2,67175,No,2,77281,Self-Employed,64,Own,52909,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_403,8.51984E+11,ABCDE6966F,1,87313,Yes,1,299279,Employed,51,,366452,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_283,2.01563E+11,ABCDE2705F,4,55896,No,0,151586,Unemployed,19,,333675,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_332,4.49659E+11,ABCDE8428F,0,20029,No,1,275403,Self-Employed,36,Own,251968,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_245,8.36989E+11,ABCDE9156F,2,42231,Yes,2,157801,Self-Employed,61,,395498,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_529,8.66464E+11,ABCDE4865F,3,90939,Yes,2,267601,Employed,68,,291423,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_172,5.47236E+11,ABCDE7824F,5,42770,No,2,107544,Self-Employed,39,,35364,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_511,5.84208E+11,ABCDE1789F,3,6109,Yes,2,272263,Employed,47,,340530,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_978,6.09041E+11,ABCDE3826F,4,54503,Yes,0,223856,Unemployed,53,Own,177519,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,NO
Person_76,9.72485E+11,ABCDE5820F,3,95224,Yes,0,89610,Employed,48,Own,127192,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_435,3.95292E+11,ABCDE7053F,5,43506,Yes,2,288568,Unemployed,55,Own,371608,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_846,5.47602E+11,ABCDE6050F,2,52741,No,0,250561,Unemployed,25,Own,218160,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
Person_152,8.49194E+11,ABCDE1390F,4,95193,No,0,151063,Employed,63,Rent,398609,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_525,4.44935E+11,ABCDE9459F,0,61468,No,1,58200,Employed,22,,132457,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_784,2.32757E+11,ABCDE1048F,3,81077,No,2,243982,Employed,47,Rent,356291,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_897,9.69929E+11,ABCDE9269F,5,35880,No,0,72546,Employed,46,,82108,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
Person_435,2.78028E+11,ABCDE3083F,2,25847,Yes,0,168226,Unemployed,55,Own,157050,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_728,2.82921E+11,ABCDE1462F,4,66140,No,0,222555,Unemployed,74,Own,393796,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_850,1.90358E+11,ABCDE7508F,2,24163,Yes,2,284156,Unemployed,41,Rent,182192,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_745,1.49019E+11,ABCDE9095F,2,78621,Yes,0,101582,Self-Employed,21,Own,86410,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_734,2.4684E+11,ABCDE4462F,5,34775,Yes,0,177975,Employed,21,Rent,374128,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_19,1.61562E+11,ABCDE1602F,0,45703,No,2,118814,Self-Employed,45,Rent,45967,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_313,7.34239E+11,ABCDE4953F,0,88203,No,2,137930,Self-Employed,20,Own,112815,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
Person_447,9.58481E+11,ABCDE1022F,4,16624,Yes,2,293223,Employed,62,Own,233143,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_911,2.87683E+11,ABCDE2812F,0,55654,Yes,1,68105,Self-Employed,22,Own,136719,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_976,9.27178E+11,ABCDE1460F,0,84562,No,1,232918,Employed,37,Own,255961,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_652,1.92229E+11,ABCDE7965F,3,68941,Yes,0,109742,Unemployed,38,,124550,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_291,7.90088E+11,ABCDE7036F,5,10789,No,2,287573,Self-Employed,54,Rent,291567,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
Person_456,7.72132E+11,ABCDE6404F,2,70362,No,2,284394,Self-Employed,71,Own,241550,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_328,9.09118E+11,ABCDE7467F,5,31631,No,2,87606,Employed,46,Own,115144,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_769,1.63882E+11,ABCDE4114F,5,79303,No,2,171347,Self-Employed,62,Rent,100853,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_966,5.89448E+11,ABCDE9556F,4,32272,No,2,100353,Unemployed,24,Own,41879,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_948,1.9634E+11,ABCDE2139F,3,93316,Yes,1,91057,Employed,50,Rent,58584,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_872,6.47919E+11,ABCDE9271F,0,90343,No,2,110805,Self-Employed,53,Rent,103867,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_757,4.55079E+11,ABCDE9734F,0,20768,Yes,0,234843,Employed,59,,387576,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_251,7.92108E+11,ABCDE5566F,4,10592,Yes,0,45309,Employed,38,Rent,104086,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_162,2.61592E+11,ABCDE6385F,0,83689,No,0,65404,Employed,64,,118553,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_306,8.79953E+11,ABCDE6703F,1,14654,No,2,263240,Unemployed,26,Own,225664,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_597,3.4911E+11,ABCDE3730F,0,15901,Yes,0,111092,Employed,54,,77964,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_369,6.33771E+11,ABCDE6073F,0,54503,No,2,166056,Employed,50,Rent,171503,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_476,7.86193E+11,ABCDE4967F,5,20301,Yes,2,111367,Employed,45,Rent,64014,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_584,1.75753E+11,ABCDE5607F,5,49323,No,0,212149,Self-Employed,52,Rent,186469,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_320,3.01166E+11,ABCDE5888F,0,54512,No,2,88602,Employed,72,Own,142848,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_836,9.44216E+11,ABCDE8428F,3,30515,No,2,37607,Self-Employed,67,Rent,145892,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_474,9.63561E+11,ABCDE9137F,5,80829,Yes,2,121320,Employed,48,Own,120295,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_7,4.53302E+11,ABCDE8214F,0,90487,No,0,48418,Employed,66,,60053,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
Person_953,2.08254E+11,ABCDE8245F,1,36602,Yes,1,297093,Employed,47,Rent,372236,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_337,3.19798E+11,ABCDE8053F,5,56282,No,0,271376,Employed,44,,216469,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_371,7.24349E+11,ABCDE1224F,3,65685,Yes,1,227236,Unemployed,62,Rent,384034,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
Person_50,8.40952E+11,ABCDE5643F,5,41725,Yes,0,278516,Self-Employed,66,Own,250672,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
Person_886,8.5499E+11,ABCDE5184F,1,7775,Yes,2,183181,Employed,32,Rent,177581,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_20,8.84631E+11,ABCDE7055F,5,29801,No,0,241993,Unemployed,68,,107983,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_682,3.96278E+11,ABCDE7832F,4,82312,No,0,34715,Unemployed,51,Own,59613,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_796,9.94541E+11,ABCDE4112F,5,51401,No,1,271717,Self-Employed,41,Rent,230816,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_774,7.57114E+11,ABCDE9966F,0,44641,Yes,0,224113,Employed,34,,369065,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_44,2.07582E+11,ABCDE3821F,5,66859,Yes,0,206430,Employed,60,,384942,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
Person_685,6.54358E+11,ABCDE7649F,5,69411,Yes,2,223278,Unemployed,70,Own,117657,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_331,6.32715E+11,ABCDE1511F,2,81821,Yes,0,29258,Self-Employed,26,Rent,104010,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
Person_86,5.47136E+11,ABCDE6198F,2,82303,No,2,57437,Self-Employed,26,Own,56616,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
Person_752,8.82144E+11,ABCDE7578F,1,90181,No,1,94311,Unemployed,31,Own,124603,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
Person_184,8.06194E+11,ABCDE8908F,5,24891,No,2,254157,Self-Employed,68,Own,145227,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
Person_736,6.93151E+11,ABCDE5900F,0,85267,Yes,2,76576,Employed,51,Own,104295,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_906,4.15097E+11,ABCDE5292F,3,82343,Yes,1,81742,Self-Employed,52,Rent,25641,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_237,8.70154E+11,ABCDE2842F,5,72533,No,0,224411,Self-Employed,42,Rent,247340,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
Person_199,7.92981E+11,ABCDE2826F,4,86524,No,1,193952,Employed,30,Own,375301,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_513,8.81008E+11,ABCDE2597F,0,92373,No,0,47889,Self-Employed,59,Own,97096,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_902,3.67489E+11,ABCDE6699F,0,28554,No,2,29797,Unemployed,36,Own,130794,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_974,5.40201E+11,ABCDE7616F,0,50752,Yes,2,32767,Self-Employed,33,,61329,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
Person_216,8.7439E+11,ABCDE6357F,1,90854,No,2,207172,Unemployed,64,Rent,264728,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
Person_22,8.20229E+11,ABCDE3533F,1,80901,Yes,2,70992,Unemployed,26,,106845,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
Person_664,1.76838E+11,ABCDE8073F,4,44932,No,1,105170,Self-Employed,64,Rent,27677,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_673,5.51326E+11,ABCDE2678F,5,48451,No,1,34321,Self-Employed,20,Rent,62439,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
Person_892,9.65569E+11,ABCDE6187F,4,54607,Yes,0,184032,Unemployed,47,,225590,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_733,8.50208E+11,ABCDE7637F,0,39875,Yes,1,202217,Unemployed,45,Rent,110292,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
Person_900,6.64778E+11,ABCDE2899F,0,63515,Yes,0,106436,Employed,61,Own,58287,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
Person_154,3.92114E+11,ABCDE2634F,1,95003,Yes,2,188860,Self-Employed,30,Rent,399039,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
Person_972,1.14785E+11,ABCDE1302F,0,37509,No,0,108444,Self-Employed,55,Own,121541,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
