Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status,ELIGIBILITY CRITERIA
9067423654,ABCDE1886F,5,72604,No,1,275170,Employed,72,Own,350852,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
4917216690,ABCDE8875F,0,18518,No,0,164631,Self-Employed,72,No Property,307553,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
9649681262,ABCDE5574F,1,37468,No,0,146492,Employed,45,No Property,100458,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,YES
5701757824,ABCDE5424F,1,24184,No,1,110970,Employed,53,No Property,31267,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
9683481268,ABCDE8523F,4,64835,No,1,236164,Self-Employed,67,No Property,264422,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
5690452543,ABCDE1445F,3,62981,Yes,2,85929,Self-Employed,18,No Property,96125,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
8858388369,ABCDE5726F,4,79041,Yes,2,79606,Employed,27,No Property,24510,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
3775527833,ABCDE9542F,2,22614,Yes,0,45052,Unemployed,37,Rent,91534,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
8137767520,ABCDE9147F,3,19410,Yes,2,146071,Employed,68,No Property,80145,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
8068356221,ABCDE6743F,0,29073,No,1,68042,Employed,60,Own,148589,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
3919426156,ABCDE2948F,0,30291,No,0,210263,Unemployed,53,Rent,156038,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
9315839062,ABCDE7581F,3,48140,No,0,43231,Unemployed,20,Own,71305,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
4654419651,ABCDE4207F,3,96788,No,1,155034,Self-Employed,34,Own,206248,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
6466427491,ABCDE9891F,0,39406,No,2,203608,Employed,18,No Property,303019,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
8279930970,ABCDE2614F,4,25527,Yes,0,142065,Employed,55,Own,116542,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
7167827912,ABCDE9178F,0,36595,No,1,191267,Employed,62,Own,136672,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
7163567784,ABCDE6985F,3,82860,No,1,114068,Employed,51,No Property,26771,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
8845304678,ABCDE8868F,1,80470,No,1,247001,Employed,63,Rent,131318,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
5100260705,ABCDE5191F,1,98348,No,0,206256,Employed,61,No Property,309495,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
7932491547,ABCDE9881F,4,20623,No,0,253431,Employed,71,No Property,327181,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,NO
9233834057,ABCDE7688F,3,49395,Yes,1,275081,Employed,33,No Property,321547,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
1426647187,ABCDE3772F,5,28075,Yes,1,139900,Employed,62,Rent,34073,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
1732272220,ABCDE8596F,0,24698,Yes,0,56512,Self-Employed,42,Rent,106699,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
7361193975,ABCDE7891F,1,85122,Yes,0,246776,Employed,29,Own,138891,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,NO
5634584849,ABCDE2368F,1,47491,No,2,52334,Self-Employed,48,No Property,58238,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
1766901377,ABCDE4347F,3,58473,Yes,0,79935,Employed,70,No Property,131786,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
5424875565,ABCDE2428F,2,20968,Yes,2,42737,Employed,56,No Property,23905,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
6200839815,ABCDE5827F,1,51212,No,1,160432,Employed,54,No Property,181959,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
8691816561,ABCDE3691F,2,41828,Yes,1,145010,Unemployed,20,Own,117686,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
6643313147,ABCDE5364F,2,7144,Yes,0,41324,Unemployed,73,Rent,90400,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced,YES
7638570010,ABCDE1444F,5,44937,No,1,208127,Employed,69,No Property,282089,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
5368683062,ABCDE7239F,3,18859,No,0,205634,Self-Employed,61,Own,288113,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
9712998998,ABCDE2546F,4,77217,No,2,110384,Unemployed,61,No Property,24475,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
7961413560,ABCDE5072F,4,95372,No,0,183580,Employed,70,No Property,374899,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,YES
2097549225,ABCDE8398F,2,96608,No,2,295507,Employed,48,Rent,129199,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
5839813271,ABCDE6289F,1,44163,Yes,1,229299,Employed,66,Rent,170761,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
7013190425,ABCDE4584F,5,14221,No,0,144582,Employed,51,Own,71527,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
5067583406,ABCDE7808F,5,55264,Yes,2,152943,Employed,26,Own,202962,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
7723184576,ABCDE5701F,0,63557,No,2,38902,Employed,41,Own,53262,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed,YES
4432828468,ABCDE6938F,4,37706,Yes,0,200074,Unemployed,42,No Property,349722,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
5321374908,ABCDE7860F,4,66462,No,0,221885,Employed,46,Rent,238929,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
1838738552,ABCDE7403F,4,89268,No,2,183964,Unemployed,55,No Property,106108,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
5721192982,ABCDE7508F,2,39117,Yes,1,262131,Employed,35,No Property,396381,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,NO
1705922502,ABCDE3748F,2,44302,No,2,28919,Employed,66,Rent,35693,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
8600027525,ABCDE1944F,3,67257,No,2,154016,Self-Employed,19,No Property,235864,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
8168909237,ABCDE5171F,0,60287,Yes,0,277056,Self-Employed,44,No Property,314408,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
8261627312,ABCDE1649F,4,34442,Yes,2,118944,Self-Employed,39,No Property,100395,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced,YES
2509839101,ABCDE5128F,4,58263,No,0,85261,Employed,48,Rent,119481,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
3750118299,ABCDE4832F,4,57613,Yes,1,95520,Employed,33,No Property,125890,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
2125860452,ABCDE9466F,3,76862,No,2,214002,Unemployed,72,No Property,371606,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
5839324097,ABCDE9369F,3,71575,No,0,177606,Employed,18,Rent,113541,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
4325289916,ABCDE2786F,5,21979,Yes,2,61102,Self-Employed,32,Own,105651,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,YES
5012503709,ABCDE2423F,0,33687,No,2,157067,Employed,27,No Property,331753,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
8761050741,ABCDE8665F,3,52056,No,2,74796,Self-Employed,39,Own,43061,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
6439205030,ABCDE6970F,2,60095,Yes,1,133315,Self-Employed,38,No Property,81925,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
8899989079,ABCDE9173F,1,24520,No,0,203563,Employed,37,Rent,169937,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
2328171559,ABCDE2195F,2,38648,Yes,0,55740,Employed,39,Rent,75953,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,YES
2151761648,ABCDE1864F,5,33343,No,1,104317,Self-Employed,75,No Property,115848,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced,YES
6310417353,ABCDE2220F,0,20525,No,1,173838,Self-Employed,35,Rent,162592,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
3360210973,ABCDE9313F,0,94659,Yes,1,273406,Employed,70,Rent,357801,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
4192821186,ABCDE2568F,1,89354,Yes,1,207228,Self-Employed,48,Own,217050,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced,NO
2325343980,ABCDE8180F,1,73450,Yes,1,71130,Unemployed,29,Rent,40281,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
4144590510,ABCDE6872F,2,46079,Yes,2,40047,Unemployed,38,No Property,106932,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
7244445122,ABCDE8627F,1,37936,Yes,2,232853,Employed,40,Rent,394565,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,NO
6905971270,ABCDE4383F,1,32176,Yes,1,176619,Employed,24,No Property,285152,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
2539567480,ABCDE9986F,1,34942,No,2,211581,Self-Employed,49,No Property,113729,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,NO
9114826411,ABCDE8019F,5,41155,No,2,83834,Unemployed,19,Rent,148760,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed,YES
6183404827,ABCDE6107F,4,51270,No,0,83605,Employed,67,No Property,146415,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
3435359091,ABCDE7130F,1,5332,Yes,1,33815,Unemployed,71,No Property,133948,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
2454633813,ABCDE3844F,4,70899,Yes,2,108393,Employed,55,Rent,125762,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
6204095652,ABCDE4415F,2,64204,Yes,2,250484,Employed,30,Own,331877,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
3805258855,ABCDE5253F,0,7408,No,0,142704,Unemployed,60,No Property,59015,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married,YES
7352555334,ABCDE4587F,0,64798,Yes,0,39007,Self-Employed,49,Rent,41018,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
8207582158,ABCDE1243F,5,22722,No,0,266521,Employed,26,Own,165568,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married,NO
2852778042,ABCDE7252F,0,92602,Yes,1,228130,Employed,28,No Property,257970,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
3915114273,ABCDE1702F,3,32345,No,2,152965,Employed,47,Own,199284,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,NO
3759694542,ABCDE4104F,3,89962,No,0,42356,Unemployed,63,No Property,69086,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,YES
4797727323,ABCDE4148F,5,83833,No,2,295793,Employed,51,Rent,316606,Ministry Of Agriculture and Farmers Welfare,RKVY,Married,NO
6816148730,ABCDE4832F,0,81066,No,0,289662,Employed,54,Own,200031,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed,NO
4664524357,ABCDE8916F,3,55117,Yes,0,28572,Self-Employed,24,Own,84144,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married,YES
8834721988,ABCDE8440F,3,81559,No,0,227604,Employed,53,Rent,156611,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed,NO
