Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,marital_status
Person_54,9112679596,ABCDE2127F,5,5590,No,0,315654,Self-Employed,47,Rent,440312,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_536,9374223583,ABCDE7505F,2,14543,No,1,372204,Self-Employed,53,Own,497354,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_805,9050718560,ABCDE4960F,4,46357,Yes,0,232075,Self-Employed,36,Rent,178124,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_570,4425712601,ABCDE9961F,1,58815,No,1,589396,Unemployed,75,None,214168,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_291,9783287137,ABCDE3406F,0,10251,No,1,229931,Unemployed,43,None,1608,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_749,2629816802,ABCDE6710F,5,85124,Yes,2,833044,Self-Employed,26,Rent,441717,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_565,7170802829,ABCDE1007F,0,88827,Yes,1,96566,Self-Employed,52,Rent,325291,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_720,9177879381,ABCDE1244F,2,51418,Yes,0,229158,Unemployed,70,Own,374178,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_726,7770263408,ABCDE2190F,0,46690,No,2,658512,Self-Employed,66,None,373249,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_283,2935985830,ABCDE5477F,1,86281,No,1,361348,Self-Employed,73,None,344682,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_284,4702246978,ABCDE6566F,0,6448,Yes,0,612417,Employed,51,Rent,358568,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_215,4380199385,ABCDE7108F,5,25489,No,1,572144,Unemployed,26,None,215043,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_676,9265313307,ABCDE9277F,1,73980,Yes,2,362496,Employed,19,Rent,324008,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_485,7113534495,ABCDE2086F,1,50732,No,1,248463,Self-Employed,22,Own,254958,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_324,9234026272,ABCDE7362F,3,48129,No,0,521248,Self-Employed,20,Rent,90959,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_595,6614294398,ABCDE7475F,5,85149,No,1,881780,Unemployed,45,None,465851,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_463,2077070611,ABCDE4948F,0,82152,No,1,571341,Employed,34,Rent,424648,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_589,3245846298,ABCDE2661F,3,43365,No,2,764566,Self-Employed,43,Own,302383,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_488,4364785711,ABCDE2581F,3,34063,No,2,380537,Unemployed,50,None,437490,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_681,4856776302,ABCDE6946F,1,8288,Yes,2,635380,Self-Employed,64,Rent,4709,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_663,8231798961,ABCDE2862F,2,30510,No,1,108653,Self-Employed,25,None,284122,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_107,5639348679,ABCDE8614F,0,59793,No,1,732417,Employed,53,Rent,97117,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_369,2371913425,ABCDE9812F,3,52834,Yes,0,515292,Self-Employed,65,Rent,220886,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_571,4907315887,ABCDE6824F,4,50023,Yes,2,998108,Self-Employed,45,None,282110,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_100,5452962146,ABCDE9744F,1,74768,Yes,1,656509,Self-Employed,65,Own,477889,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_703,6860044238,ABCDE8197F,3,63758,Yes,1,74615,Self-Employed,54,Rent,206530,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_900,4368767034,ABCDE3137F,2,16522,No,0,591148,Self-Employed,43,Own,186697,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_945,4783866672,ABCDE8085F,5,17133,Yes,1,335843,Unemployed,64,Rent,318168,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_575,8442488373,ABCDE4110F,3,66242,No,0,230736,Unemployed,67,Own,478008,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_639,7910095508,ABCDE6354F,2,65703,Yes,2,413380,Self-Employed,57,Rent,139851,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_623,7959390991,ABCDE2659F,0,57073,Yes,2,853641,Employed,65,None,54898,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_630,7845917480,ABCDE6528F,2,94221,Yes,1,392641,Self-Employed,46,None,45993,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_776,5317407483,ABCDE9250F,1,15519,No,1,451986,Self-Employed,45,Rent,131209,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_99,1426129063,ABCDE6009F,4,58125,No,2,224137,Employed,36,Own,132887,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_541,5939556535,ABCDE8065F,1,45591,No,1,113370,Employed,28,Rent,272335,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_328,8269624646,ABCDE5115F,4,39826,No,2,209715,Employed,56,Rent,426514,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_63,8420150659,ABCDE8785F,4,71733,Yes,2,218427,Employed,33,Own,239845,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_120,8528801927,ABCDE2489F,1,66580,No,0,558129,Self-Employed,41,Rent,134079,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_738,7737365264,ABCDE6884F,4,90312,Yes,1,552117,Employed,52,Own,262972,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_994,8725987863,ABCDE5316F,5,87433,Yes,1,624182,Employed,58,None,19691,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_700,1886894372,ABCDE3990F,5,38888,Yes,0,826049,Employed,25,Own,225858,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_132,2729701738,ABCDE4038F,0,42363,No,2,98746,Unemployed,43,None,86946,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_341,9202980923,ABCDE8349F,4,78846,No,0,363754,Self-Employed,19,Rent,492869,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_735,1707661457,ABCDE4402F,0,50233,No,1,779736,Unemployed,39,None,223723,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_275,7668968196,ABCDE5843F,5,42122,No,1,327588,Unemployed,40,None,122648,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_386,1403440716,ABCDE3649F,2,47933,Yes,2,684484,Employed,43,Own,46683,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_357,6487827339,ABCDE6477F,3,33442,No,1,282914,Unemployed,22,Rent,43262,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_957,6106759579,ABCDE7332F,1,84349,No,2,377215,Employed,18,Own,85543,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_14,3383253301,ABCDE6288F,5,66521,No,1,309132,Unemployed,65,None,386116,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_703,5828732227,ABCDE9731F,1,18712,Yes,2,975157,Employed,36,Own,420585,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_14,4364339717,ABCDE8398F,0,46754,Yes,2,370668,Employed,59,None,171591,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_94,5143833841,ABCDE1582F,2,82403,No,1,122238,Unemployed,23,None,363735,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_48,7301774233,ABCDE5220F,5,72360,Yes,1,681647,Self-Employed,34,Own,109723,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_570,4547827226,ABCDE4831F,5,22365,No,2,643415,Unemployed,26,Own,214817,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_824,4830970559,ABCDE7317F,1,63227,No,0,116461,Self-Employed,72,Rent,390829,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_651,6884825805,ABCDE4228F,0,66156,Yes,2,379419,Employed,28,Rent,154126,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_967,5651993996,ABCDE7342F,0,96611,No,1,187719,Self-Employed,21,Own,151376,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_571,7331726056,ABCDE5245F,2,66305,No,1,954418,Unemployed,68,None,431066,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_328,5538878976,ABCDE5910F,4,83887,Yes,1,810224,Self-Employed,60,None,97193,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_429,4030423408,ABCDE2252F,3,65103,No,1,454346,Self-Employed,56,Rent,212233,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_757,6253279045,ABCDE4249F,3,12721,Yes,1,750506,Unemployed,37,Own,391405,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_107,9369198759,ABCDE3876F,4,82834,No,0,437893,Employed,67,None,429295,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_654,4598965585,ABCDE5806F,0,40255,Yes,0,999632,Self-Employed,38,Rent,476050,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_7,4821851598,ABCDE9699F,5,89600,No,0,631516,Self-Employed,28,None,1306,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_763,1629328845,ABCDE2565F,0,49477,No,0,306189,Employed,40,None,383693,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_915,4580220239,ABCDE5416F,2,42987,Yes,2,111210,Employed,53,Own,128610,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_2,7947075853,ABCDE6463F,1,58249,Yes,1,557233,Unemployed,36,None,130749,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_425,4435353850,ABCDE5474F,2,33330,No,2,736396,Unemployed,56,None,384082,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_863,8182453964,ABCDE4071F,3,69048,Yes,1,73573,Unemployed,65,None,199035,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_523,5214493770,ABCDE2964F,2,98035,Yes,0,899035,Self-Employed,71,None,148218,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_655,1634926579,ABCDE1798F,2,14007,Yes,0,141903,Employed,41,Own,322703,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_96,8900758026,ABCDE1411F,2,70152,No,0,656393,Unemployed,50,None,284082,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_600,9656219011,ABCDE6029F,3,88888,No,0,419140,Unemployed,31,None,333616,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_590,1694139652,ABCDE5874F,2,67576,Yes,2,684429,Unemployed,54,Rent,258858,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_979,2110078324,ABCDE9865F,1,50959,Yes,2,333917,Unemployed,30,None,293184,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_994,5952535196,ABCDE9864F,4,52743,Yes,0,634011,Unemployed,66,None,81035,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_884,9095869390,ABCDE4551F,4,27759,No,0,778497,Self-Employed,47,None,179579,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_544,9710211193,ABCDE7646F,5,54322,No,0,947100,Unemployed,18,None,276704,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_209,3873362533,ABCDE1321F,3,43274,No,0,642355,Employed,48,Rent,163093,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_205,5044652126,ABCDE7586F,3,84980,Yes,1,530154,Employed,18,Own,246480,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_144,2233073110,ABCDE6688F,4,18138,No,0,441278,Employed,64,Rent,140357,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_327,5130752498,ABCDE3742F,4,57538,No,1,273378,Employed,27,None,357332,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_933,4331203926,ABCDE5243F,4,71319,No,0,309677,Employed,37,Rent,118071,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_309,9195542710,ABCDE4811F,2,7461,No,0,770022,Self-Employed,43,Own,493093,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_930,8903402457,ABCDE9428F,2,52973,Yes,2,960050,Unemployed,59,Rent,439674,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_710,9398961901,ABCDE9863F,0,36906,No,2,203049,Unemployed,60,None,403660,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_236,2513894333,ABCDE6071F,5,43233,Yes,0,277583,Unemployed,69,Rent,209661,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_302,7850407271,ABCDE5605F,5,21939,No,0,501288,Employed,18,Rent,136074,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_198,1474908780,ABCDE2671F,3,80057,No,1,881225,Unemployed,47,Rent,402234,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_529,9359168244,ABCDE7346F,1,58106,No,2,942418,Employed,22,Rent,474168,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_584,5578015957,ABCDE8437F,5,34365,No,2,143566,Self-Employed,24,Own,128239,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_342,5225485399,ABCDE8933F,5,29096,Yes,0,389325,Unemployed,24,Rent,487837,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_562,9554700447,ABCDE1068F,4,16825,No,2,189159,Employed,73,None,495206,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_169,8665510553,ABCDE1937F,4,19521,No,0,107168,Employed,40,Rent,176595,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_863,2271148387,ABCDE3206F,3,16583,Yes,2,688446,Employed,65,Own,365249,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_283,6846807827,ABCDE6249F,5,70964,No,1,151141,Unemployed,29,Own,117288,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_74,5572103183,ABCDE9519F,5,25697,Yes,2,169627,Self-Employed,33,Rent,410969,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_114,7078425758,ABCDE2437F,2,95504,Yes,1,69734,Unemployed,39,None,419093,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_223,8479307706,ABCDE6911F,0,50609,Yes,2,290194,Unemployed,23,None,433751,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_829,6222259694,ABCDE9073F,4,7567,No,0,366656,Self-Employed,47,Own,490079,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_956,7086477211,ABCDE2502F,5,90772,Yes,1,925933,Unemployed,42,Own,340216,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_431,5173876496,ABCDE8341F,3,90008,No,0,893175,Self-Employed,54,None,403432,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_966,6272003735,ABCDE6375F,4,77166,No,1,422791,Employed,50,Rent,32964,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_793,5043113896,ABCDE8742F,0,83029,Yes,2,384872,Self-Employed,35,Rent,132144,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_130,2217502261,ABCDE4410F,5,20616,No,2,384590,Employed,19,Own,384600,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_291,1887079595,ABCDE4375F,5,99051,No,1,637164,Self-Employed,59,None,252069,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_50,3310854510,ABCDE7053F,0,89035,Yes,1,641006,Self-Employed,51,None,34216,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_191,3271175439,ABCDE4534F,4,78870,Yes,0,649948,Unemployed,22,Own,358190,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_148,3220730100,ABCDE7537F,4,73162,Yes,1,400781,Unemployed,65,None,283845,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_149,8574547181,ABCDE2264F,0,17149,No,0,901850,Employed,33,None,245679,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_418,2266780058,ABCDE8086F,1,73649,Yes,0,559348,Employed,36,None,399272,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_294,6543267967,ABCDE1449F,3,75493,No,2,316087,Employed,43,Own,49854,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_583,5337827793,ABCDE7718F,2,88484,Yes,2,556414,Unemployed,37,Rent,168635,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_424,6020080961,ABCDE9414F,5,66486,Yes,1,125276,Unemployed,23,Rent,111556,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_643,7612662683,ABCDE4406F,5,41828,No,1,364049,Self-Employed,22,Rent,435710,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_936,2253855034,ABCDE2094F,1,94240,No,2,187087,Employed,60,Rent,442690,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_272,9845337657,ABCDE6668F,3,65367,No,1,240349,Self-Employed,47,Own,435261,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_249,3347529293,ABCDE2795F,5,13113,Yes,1,357327,Employed,29,Own,499248,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_583,7667108919,ABCDE3525F,3,36853,No,1,690442,Unemployed,48,Own,338092,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Divorced
Person_95,7758212403,ABCDE8155F,2,68220,Yes,2,933990,Self-Employed,19,Own,350714,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_710,7535701459,ABCDE1775F,4,87996,No,0,559783,Self-Employed,29,Rent,414167,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_268,7718488430,ABCDE1382F,1,90407,Yes,0,373346,Employed,40,None,294179,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_898,9571709026,ABCDE1208F,2,89339,No,1,253426,Unemployed,54,None,322953,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_864,3816945858,ABCDE4032F,1,84992,No,0,147754,Self-Employed,41,None,378482,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_930,5144817904,ABCDE9441F,4,64157,No,2,210661,Employed,58,Own,345396,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_815,9162920256,ABCDE9363F,5,87750,No,0,491957,Self-Employed,48,Rent,484088,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_576,4592498608,ABCDE5029F,1,8151,Yes,1,636441,Unemployed,25,Rent,42293,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_302,8916608839,ABCDE5379F,3,83178,Yes,1,424818,Unemployed,25,None,157544,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_224,3816758227,ABCDE4687F,4,9676,Yes,2,659490,Self-Employed,75,Own,486637,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_722,4403095947,ABCDE4305F,0,91043,Yes,0,329941,Self-Employed,18,Own,150305,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_757,1572577604,ABCDE2434F,0,17612,No,1,929190,Self-Employed,30,None,451127,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_255,7094009131,ABCDE4420F,5,38069,No,2,136000,Employed,49,Rent,496058,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_276,7476271475,ABCDE3677F,5,83242,No,2,187849,Unemployed,42,Own,278530,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_292,2075198672,ABCDE1968F,5,20653,Yes,0,242720,Self-Employed,72,Rent,373243,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_504,1388731282,ABCDE9654F,1,63351,Yes,2,326532,Self-Employed,23,None,10662,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_36,1428767090,ABCDE6012F,3,99818,No,0,84844,Employed,66,Rent,456112,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_930,4502983873,ABCDE1383F,3,32417,Yes,2,438858,Unemployed,19,None,493111,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_293,8510325811,ABCDE4873F,0,64030,No,0,263781,Employed,59,Own,162368,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_996,7524304688,ABCDE5624F,1,46635,No,2,167680,Employed,64,Rent,366637,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_339,6576659921,ABCDE3680F,3,63146,Yes,1,276343,Employed,21,Rent,18898,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_447,4151869522,ABCDE1952F,0,70020,Yes,0,117845,Self-Employed,63,None,351541,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_105,9059308104,ABCDE2065F,4,93597,Yes,2,152119,Employed,50,Own,176900,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_199,7752614045,ABCDE5105F,3,73135,No,2,249815,Employed,25,Rent,407872,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_332,1881383742,ABCDE8314F,0,10171,Yes,2,569003,Unemployed,42,Rent,7081,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_446,3591458593,ABCDE6870F,1,48703,Yes,2,497380,Self-Employed,53,Rent,18215,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_448,8527078855,ABCDE3316F,0,30616,Yes,2,448807,Self-Employed,70,Rent,179820,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_935,2348629651,ABCDE2409F,1,52553,No,1,63369,Unemployed,46,Rent,149636,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_589,6654614058,ABCDE2037F,3,94586,Yes,1,383301,Unemployed,66,None,212267,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_736,3130205166,ABCDE3333F,5,29852,No,2,787587,Employed,70,Own,217487,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_954,1520452565,ABCDE4750F,3,43979,No,1,904992,Employed,37,Own,304549,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_969,3363660134,ABCDE6643F,5,68631,No,0,85921,Self-Employed,64,None,31152,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_383,6118410219,ABCDE9702F,3,18105,Yes,0,851834,Employed,55,None,467531,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_609,8899573978,ABCDE1297F,0,86798,No,0,294214,Employed,65,None,405812,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_34,3852159845,ABCDE4964F,2,91984,Yes,2,600028,Employed,66,Rent,370230,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_344,9496811234,ABCDE3344F,3,41142,Yes,1,334914,Employed,46,None,281043,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_536,2678661926,ABCDE4965F,0,50239,No,1,330817,Unemployed,54,Own,225823,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_962,8326565012,ABCDE8411F,4,89918,No,1,314204,Unemployed,31,Rent,260738,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_766,3830647290,ABCDE3307F,5,55932,No,0,439993,Self-Employed,35,Rent,114434,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_522,7438269855,ABCDE3765F,3,85321,Yes,0,158458,Self-Employed,41,None,242432,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_668,2358179960,ABCDE8929F,0,34941,Yes,1,924334,Self-Employed,46,Rent,345815,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_259,3305491801,ABCDE4114F,4,44562,No,0,511393,Employed,56,Own,267421,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_950,7325467001,ABCDE7425F,0,61484,No,2,799206,Employed,39,Own,232298,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_542,9329173567,ABCDE7352F,4,17544,No,0,769172,Unemployed,51,Rent,166541,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_573,8878014152,ABCDE5457F,2,41410,No,1,844598,Employed,75,Own,340114,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_578,5395862227,ABCDE9427F,0,63799,No,1,618560,Employed,23,Rent,387968,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_901,8401534558,ABCDE5969F,3,77334,Yes,1,735839,Unemployed,31,Rent,79050,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_71,3691164206,ABCDE4559F,4,35556,Yes,0,989363,Self-Employed,67,Rent,448039,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_305,5499977442,ABCDE5166F,2,70269,Yes,0,658698,Employed,69,None,292825,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_540,4873792188,ABCDE8441F,1,18614,Yes,1,70015,Employed,50,None,120619,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_497,8272176774,ABCDE7599F,2,55505,Yes,1,504729,Employed,55,Own,111657,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_483,8593497241,ABCDE7354F,1,20926,No,0,344659,Self-Employed,54,Rent,394288,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_10,4143834872,ABCDE9994F,5,68799,No,1,231607,Self-Employed,58,None,99185,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_914,9365792370,ABCDE1981F,3,82651,Yes,1,500984,Employed,22,None,446893,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_109,3903073223,ABCDE4082F,2,97192,No,1,607080,Self-Employed,37,Own,384589,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_453,4545143399,ABCDE8443F,4,47512,Yes,1,699283,Self-Employed,36,Rent,200381,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
