Name,Adhaar No.,PAN Number,Number of Dependents,Medical Expenses,Loan Status,No. of Schemes Availed,Annual Income,Employment Status,Age,Real Estate Status,Bank Balance,Ministry,Scheme,Marital Status
Person_761,523559643429,ABCDE3013F,5,47790,Yes,0,289567,Self-Employed,41,Own,390646,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_956,314004948470,ABCDE3829F,5,53246,No,1,39545,Employed,57,Rent,58055,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_498,577370397131,ABCDE9872F,0,22628,No,2,163269,Self-Employed,48,No Property,159906,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_579,857341423718,ABCDE1392F,5,90179,Yes,0,223303,Unemployed,47,No Property,247261,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_564,122632272553,ABCDE2701F,1,77142,No,0,59410,Employed,54,No Property,111913,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_523,386626578696,ABCDE7028F,4,58243,No,2,49678,Employed,19,Own,33659,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_615,584041876176,ABCDE6730F,1,61418,No,2,117477,Employed,48,Rent,48553,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_730,577562536279,ABCDE4478F,3,66362,Yes,1,203814,Employed,43,Rent,208550,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_590,116825477210,ABCDE3029F,0,87736,Yes,2,76495,Employed,53,No Property,80446,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_940,366075444299,ABCDE1218F,0,10410,Yes,2,49400,Employed,61,Rent,20564,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_316,892971407382,ABCDE1652F,5,46231,No,0,179621,Self-Employed,61,Own,264708,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_55,147623223559,ABCDE2417F,0,9356,Yes,1,289765,Employed,68,No Property,172030,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_671,480166023272,ABCDE8111F,2,49531,No,0,254889,Self-Employed,23,Own,302884,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_900,593828067945,ABCDE1701F,0,82485,No,1,254100,Employed,56,Own,181732,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_786,780550981769,ABCDE6358F,2,79701,Yes,2,292437,Unemployed,69,Own,241670,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_689,844000839545,ABCDE6944F,0,84426,Yes,2,37418,Employed,49,No Property,55254,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_715,146808890375,ABCDE2943F,3,43340,Yes,1,244972,Unemployed,68,Own,182113,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_436,242955036441,ABCDE8238F,4,68995,Yes,0,179665,Employed,47,No Property,301599,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_25,314835501650,ABCDE9334F,5,14539,Yes,0,146846,Self-Employed,40,No Property,37145,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_706,548331279334,ABCDE5752F,3,61189,Yes,1,214406,Employed,27,Rent,251705,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_26,203541308592,ABCDE1236F,4,73595,No,0,113763,Employed,47,No Property,46702,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_549,220118177617,ABCDE4130F,0,52996,Yes,2,281297,Employed,32,No Property,272509,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_657,743129626451,ABCDE1776F,1,83173,Yes,2,62529,Employed,33,Own,84919,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_282,779070231294,ABCDE6148F,2,23195,Yes,2,68862,Employed,33,Own,20000,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_810,971674527408,ABCDE5680F,5,50718,Yes,1,200732,Employed,55,Own,101888,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_201,206960789564,ABCDE9135F,3,75505,No,2,119744,Employed,56,No Property,37718,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_483,284954723293,ABCDE3211F,0,8141,Yes,1,252329,Employed,30,Rent,365561,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_682,359139875095,ABCDE4412F,4,28684,No,2,52957,Employed,35,Own,130528,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_294,990574883759,ABCDE6486F,4,44228,No,2,162917,Employed,23,No Property,140961,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_838,284315416838,ABCDE9268F,0,14753,Yes,0,113135,Employed,73,Rent,31964,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_883,517967216135,ABCDE5706F,3,75145,Yes,0,181867,Unemployed,28,No Property,151821,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_174,617407953443,ABCDE4507F,3,99598,No,2,206437,Employed,29,No Property,249681,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_551,797206427270,ABCDE1402F,4,31329,No,2,106125,Unemployed,31,Own,74401,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_891,619053673464,ABCDE4232F,1,33442,Yes,0,36021,Employed,32,No Property,32461,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_808,475312397219,ABCDE3120F,3,49532,No,2,119212,Employed,34,Rent,77645,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_507,684441752598,ABCDE2927F,5,71047,Yes,2,270098,Unemployed,43,No Property,255428,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_510,947806315383,ABCDE1384F,1,51396,Yes,1,286055,Self-Employed,74,Own,359257,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_576,894808992808,ABCDE6254F,3,61295,Yes,0,189695,Employed,56,No Property,154353,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_163,503823507288,ABCDE7651F,3,84565,Yes,2,43511,Employed,39,Rent,146613,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_34,557982561447,ABCDE5112F,1,83963,No,0,189328,Unemployed,18,Own,260564,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_629,718069685632,ABCDE1712F,5,43360,No,1,293096,Employed,22,No Property,148290,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_405,110804624916,ABCDE7117F,2,6184,Yes,0,53537,Employed,73,No Property,119859,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_384,342098438722,ABCDE7272F,5,31557,Yes,0,91622,Self-Employed,66,No Property,26773,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_322,600502598859,ABCDE2849F,2,49117,Yes,2,290765,Employed,21,Own,311227,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_693,148408069369,ABCDE9129F,1,54256,Yes,0,64942,Unemployed,25,Own,85516,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_88,743164920183,ABCDE8857F,5,96673,No,2,139831,Unemployed,75,Rent,45902,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_826,472141960030,ABCDE2855F,0,96795,No,1,127056,Employed,62,Own,41144,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_387,488156903736,ABCDE7892F,5,54297,No,1,164036,Employed,68,Own,300292,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_497,714728286913,ABCDE1069F,5,52899,Yes,0,117944,Employed,56,Rent,118607,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_952,310724697123,ABCDE2277F,0,32363,No,2,170729,Employed,22,Rent,313366,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_941,225511683872,ABCDE6332F,2,12385,Yes,2,154965,Employed,73,Rent,319237,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_705,825463735789,ABCDE3449F,3,75133,Yes,1,41783,Employed,58,Own,88569,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_515,117265766316,ABCDE6457F,3,31858,Yes,2,144503,Unemployed,18,Rent,121695,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_286,860146753525,ABCDE3969F,2,87616,Yes,0,264316,Employed,61,No Property,371377,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_896,312659609848,ABCDE9321F,4,98649,Yes,1,276510,Employed,53,Rent,324851,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_655,371840282820,ABCDE7757F,5,76488,Yes,1,69093,Unemployed,58,Own,25561,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_267,707333123835,ABCDE3852F,5,85902,Yes,1,266595,Employed,54,Rent,297874,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_155,633212599180,ABCDE6334F,0,45281,Yes,2,271486,Employed,46,Own,130782,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_307,194805807561,ABCDE1063F,3,31964,No,2,156130,Self-Employed,67,No Property,139119,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_831,355689463257,ABCDE3309F,3,43650,Yes,1,283804,Employed,47,Own,170461,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_679,572214065208,ABCDE4361F,3,71775,Yes,0,52047,Employed,54,Own,131063,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_208,865438281337,ABCDE5613F,3,68127,Yes,2,25140,Employed,59,Rent,75740,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_33,387048053266,ABCDE2738F,3,21333,No,0,35147,Employed,49,Own,129999,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_125,563517473656,ABCDE6760F,4,63353,No,1,121059,Self-Employed,47,Own,37476,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_490,480241947548,ABCDE2870F,0,32932,Yes,1,67192,Employed,48,Rent,142379,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_708,865264897439,ABCDE4595F,3,23503,Yes,1,52455,Employed,26,Rent,72280,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_112,756416796727,ABCDE8227F,4,20306,No,1,66995,Unemployed,66,Own,21009,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_884,543437914229,ABCDE4268F,1,41314,No,1,135218,Employed,32,Rent,23456,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_286,701066338356,ABCDE4611F,2,28832,Yes,1,185601,Employed,49,No Property,212175,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_326,334435491601,ABCDE4189F,5,54219,Yes,1,149210,Unemployed,75,Own,106836,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_523,362597806754,ABCDE7793F,5,62865,Yes,0,216177,Employed,75,Rent,245675,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_207,176859471529,ABCDE2520F,1,11629,No,1,192381,Unemployed,53,Own,160201,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_57,982331282970,ABCDE2766F,2,24721,No,0,87381,Employed,64,Own,39267,Ministry Of Agriculture and Farmers Welfare,RKVY,Divorced
Person_369,532562973768,ABCDE8100F,1,46951,Yes,2,90778,Employed,30,No Property,112439,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_656,896702395458,ABCDE9629F,0,5276,Yes,0,100090,Employed,42,Rent,148877,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_147,637066687387,ABCDE5579F,0,63627,Yes,2,289009,Employed,66,Rent,222048,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_829,147496596174,ABCDE1087F,5,15058,No,2,219462,Employed,48,Rent,161146,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_115,223374136486,ABCDE7654F,3,95929,Yes,0,262204,Employed,24,Own,162106,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_778,474397160737,ABCDE6555F,3,56677,No,0,269746,Employed,24,Rent,243917,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_142,802444193407,ABCDE4053F,5,34061,Yes,2,158200,Employed,43,No Property,300311,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_321,242434176552,ABCDE4016F,2,87379,No,2,197082,Unemployed,31,Rent,269536,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_376,393660306085,ABCDE1300F,3,15199,Yes,2,139220,Employed,54,Rent,25739,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_959,464675881534,ABCDE9347F,0,61109,No,1,123237,Employed,20,Own,119518,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_482,748461625276,ABCDE6158F,1,61152,No,0,246792,Employed,67,No Property,289783,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_156,936093066363,ABCDE8037F,5,13651,Yes,2,73888,Employed,46,Rent,122890,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_273,830234313114,ABCDE6128F,3,93464,No,2,204007,Unemployed,43,No Property,111658,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_899,407642645280,ABCDE9875F,3,81764,Yes,2,193969,Employed,73,Rent,104114,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_969,164419256576,ABCDE4265F,1,64575,No,2,73012,Employed,31,Own,111295,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_258,235849852545,ABCDE5606F,0,64653,No,0,71158,Employed,44,No Property,55209,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_433,663744573972,ABCDE5845F,4,99846,No,1,199851,Unemployed,39,No Property,174959,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_977,825230046724,ABCDE8671F,5,10322,No,0,101380,Unemployed,75,Own,141195,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_27,322304855950,ABCDE7793F,1,21899,Yes,0,140358,Employed,65,Rent,146398,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_210,993016166120,ABCDE7993F,5,45964,Yes,0,266155,Unemployed,18,No Property,270268,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_392,507776285466,ABCDE7508F,0,16977,No,0,160677,Unemployed,46,No Property,247215,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_686,926318807807,ABCDE7247F,5,86662,No,1,48062,Employed,48,No Property,101948,Ministry Of Agriculture and Farmers Welfare,RKVY,Widowed
Person_237,671800323951,ABCDE5622F,5,32047,No,1,235381,Unemployed,63,No Property,363245,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_733,293433285105,ABCDE5893F,3,37558,Yes,2,111545,Employed,41,No Property,146862,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_408,275536113676,ABCDE4497F,5,66458,No,1,26157,Employed,27,Rent,114679,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_65,150066909105,ABCDE5835F,3,9256,Yes,0,149463,Unemployed,66,Rent,121442,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_639,208337315975,ABCDE6062F,3,54788,Yes,1,258158,Employed,33,No Property,373981,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_887,860092338817,ABCDE4002F,2,66771,No,1,205928,Employed,64,Rent,131038,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_9,522809470669,ABCDE9708F,3,61796,Yes,1,138339,Self-Employed,28,Rent,129667,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Widowed
Person_710,994905629972,ABCDE1538F,3,95294,Yes,1,63580,Self-Employed,29,Own,66409,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_467,861201657652,ABCDE6302F,2,49663,No,0,204897,Employed,55,No Property,232732,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_305,177041050849,ABCDE5531F,5,43016,No,2,76510,Employed,62,Rent,147305,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_420,871688846211,ABCDE9090F,5,18866,Yes,0,62174,Unemployed,60,No Property,32051,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_62,351943173792,ABCDE6301F,5,50266,Yes,0,156667,Employed,65,No Property,122476,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_6,966193845665,ABCDE7351F,3,55389,Yes,0,157464,Employed,57,Rent,285521,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_922,423444525168,ABCDE2235F,5,89001,Yes,2,257085,Employed,31,No Property,147003,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_623,100539516858,ABCDE7207F,5,83183,Yes,2,264651,Employed,27,No Property,168025,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_234,245773523154,ABCDE4412F,4,55242,No,0,77030,Unemployed,35,Rent,29560,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_255,737294827161,ABCDE6191F,5,94579,No,1,144451,Employed,21,Rent,46577,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
Person_931,825250147072,ABCDE6630F,0,87144,No,1,105857,Employed,51,Own,88371,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_873,757279287412,ABCDE4985F,2,91508,No,1,226139,Employed,63,No Property,169475,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_608,192880239489,ABCDE7421F,5,57942,No,0,128163,Employed,73,No Property,68248,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Widowed
Person_116,249651966681,ABCDE3796F,1,41073,No,1,224366,Employed,19,No Property,189356,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_456,255656312707,ABCDE6721F,1,25131,Yes,2,218871,Employed,50,No Property,368933,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_537,991083172012,ABCDE3552F,2,28510,No,0,86649,Self-Employed,57,Rent,33471,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_712,157325360614,ABCDE9658F,2,7624,No,2,295140,Employed,73,Rent,147784,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_604,891160577690,ABCDE2971F,0,81550,No,0,262163,Employed,57,Own,133803,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_790,149258101984,ABCDE9337F,4,64262,No,1,196198,Unemployed,46,Own,195601,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_179,853968550019,ABCDE6077F,1,99151,Yes,0,78316,Employed,62,Own,57828,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_6,914971257150,ABCDE2345F,2,58306,Yes,2,92961,Employed,36,No Property,130213,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_794,172270392225,ABCDE5535F,0,22308,Yes,1,226061,Employed,73,No Property,182590,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_580,296932830351,ABCDE3625F,2,33782,Yes,1,245462,Employed,52,Own,251842,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_346,525147773340,ABCDE1853F,1,27063,No,2,27609,Self-Employed,46,Own,113069,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_702,546641938703,ABCDE3033F,1,31218,Yes,2,73942,Employed,49,No Property,30617,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Widowed
Person_352,932399081353,ABCDE5122F,3,93817,No,1,213867,Employed,49,No Property,252010,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_942,826088326537,ABCDE1555F,5,87732,No,0,289012,Employed,74,Rent,193019,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Married
Person_964,418233212906,ABCDE5275F,2,61268,Yes,0,96846,Unemployed,27,Own,67714,Ministry Of Chemicals And Fertilizers,Fertilizer Subsidy,Married
Person_60,897681576603,ABCDE5236F,5,21364,Yes,2,180561,Employed,56,Own,229199,Ministry Of Chemicals And Fertilizers,Nutrient-Based Subsidy,Divorced
Person_305,930497961297,ABCDE9717F,5,63728,No,1,93758,Employed,20,Rent,65103,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_485,124413132281,ABCDE1283F,2,69792,Yes,1,228776,Employed,41,Own,186397,Ministry Of Agriculture and Farmers Welfare,RKVY,Married
Person_875,585533088530,ABCDE8830F,0,54061,Yes,1,64784,Employed,65,Rent,138614,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Married
Person_265,225049800263,ABCDE8087F,5,88793,No,0,250382,Unemployed,37,No Property,218101,Ministry Of Agriculture and Farmers Welfare,PM-Kisan,Divorced
